"x" "y" "(Intercept)" "X1" "X2" "X3" "X4"
"1" 0 0 0.12467144680404 -0.345342477538887 0 0 0
"2" 0.0526315789473684 0 0.129981738209535 -0.710980510279514 0 0 0
"3" 0.105263157894737 0 0.121125203510602 -1.07770782589123 0 0 0
"4" 0.157894736842105 0 0.122096048181127 -1.52973601897663 0 0 0
"5" 0.210526315789474 0 0.100186265439533 -1.98078911789323 0 0 0
"6" 0.263157894736842 0 0.111583714490321 -2.42996402958534 0 0 0
"7" 0.315789473684211 0 0.174677698135115 -2.87510759441024 0 0 0
"8" 0.368421052631579 0 0.155644553077279 -3.25608184502148 0 0 0
"9" 0.421052631578947 0 0.286922472132256 -4.13997545286236 0 0 0.573558630325692
"10" 0.473684210526316 0 -0.0780839328186782 -3.84547832439309 0 0 0
"11" 0.526315789473684 0 -0.139746603347934 -4.09663921267286 0 0 0
"12" 0.578947368421053 0 -0.157107539750871 -4.25016165374826 0 0 0
"13" 0.631578947368421 0 -0.18343703055773 -4.07992918424284 0 0 0
"14" 0.684210526315789 0 -0.164984115258375 -4.13384468062285 0 0 0
"15" 0.736842105263158 0 -0.0569650295843136 -4.41967670112789 0 0 0
"16" 0.789473684210526 0 0.0803386836600732 -4.44708383458907 0 0 0
"17" 0.842105263157895 0 0.237122833730339 -4.42373262666692 0 0 0
"18" 0.894736842105263 0 0.404580813638433 -4.34904410216907 0 0 0
"19" 0.947368421052632 0 0.565136694907457 -4.22143645608008 0 0 0
"20" 1 0 0.71419903280584 -4.05187358006902 0 0 0
"21" 0 0.0526315789473684 0.146405654953284 -0.641173425968609 0 0 0
"22" 0.0526315789473684 0.0526315789473684 0.138947266238884 -0.98178484337378 0 0 0
"23" 0.105263157894737 0.0526315789473684 0.11677341842272 -1.33182346691754 0 0 0
"24" 0.157894736842105 0.0526315789473684 0.101111815895484 -1.76452506976334 0 0 0
"25" 0.210526315789474 0.0526315789473684 0.0651464909597275 -2.20037239376968 0 0 0
"26" 0.263157894736842 0.0526315789473684 0.0461636403228411 -2.62927909036234 0 0 0
"27" 0.315789473684211 0.0526315789473684 0.0551897710408665 -3.09097847131727 0 0 0
"28" 0.368421052631579 0.0526315789473684 0.0409324923898638 -3.4479141440437 0 0 0
"29" 0.421052631578947 0.0526315789473684 -0.0769570518294715 -3.70517543261535 0 0 0
"30" 0.473684210526316 0.0526315789473684 -0.183934379677664 -3.96594838242529 0 0 0
"31" 0.526315789473684 0.0526315789473684 -0.238520958992166 -4.1281279478109 0 0 0
"32" 0.578947368421053 0.0526315789473684 -0.243570139863108 -4.24296767480856 0 0 0
"33" 0.631578947368421 0.0526315789473684 -0.0853734955547635 -4.66139694261078 -0.418337129932354 0 0.539647600790567
"34" 0.684210526315789 0.0526315789473684 -0.203196741672445 -4.25681553048619 0 0 0
"35" 0.736842105263158 0.0526315789473684 -0.109079609834246 -4.23465315257088 0 0 0
"36" 0.789473684210526 0.0526315789473684 0.0619718563141683 -4.24261605741374 0 0 0
"37" 0.842105263157895 0.0526315789473684 0.238941443437153 -4.1746774109159 0 0 0
"38" 0.894736842105263 0.0526315789473684 0.38906353548121 -4.02365266549977 0 0 0
"39" 0.947368421052632 0.0526315789473684 0.537075689192585 -3.84595632296567 0 0 0
"40" 1 0.0526315789473684 0.666137479953649 -3.63530085287569 0 0 0
