"x" "y" "(Intercept)" "X1" "X2" "X3" "X4"
"1" 0 0 0.0557988700114288 -0.105857564759357 -0.205156129664642 -0.288044063418987 0.718207292245073
"2" 0.0526315789473684 0 0.113468808794663 -0.562602255070213 -0.286107241177563 -0.17170336801839 0.691901295990521
"3" 0.105263157894737 0 0.174719404358949 -1.04662009110038 -0.353454137232699 -0.0443844351387238 0.638840661772783
"4" 0.157894736842105 0 0.22640328389699 -1.56614880272382 -0.413643047581983 0.0768683536102504 0.579777434808688
"5" 0.210526315789474 0 0.227139264929177 -2.06442056301037 -0.461902769777669 0.140959295841815 0.512624077121174
"6" 0.263157894736842 0 0.302899640356522 -2.58052664795207 -0.485835178003199 0.160289428593658 0.484207517233803
"7" 0.315789473684211 0 0.490779317445005 -3.10350702131579 -0.471767122521619 0.173166246832699 0.536891801215746
"8" 0.368421052631579 0 0.636556412484391 -3.66292075017023 -0.390714217920249 0.198527392660411 0.640579139750499
"9" 0.421052631578947 0 0.612456493994783 -4.1535673089431 -0.351481511890046 0.194870343716885 0.740424583191836
"10" 0.473684210526316 0 0.436751566833323 -4.55790210877225 -0.402526163443321 0.19314401912436 0.750707615426904
"11" 0.526315789473684 0 0.286809014268708 -4.7193268551622 -0.640507368786558 0.23224954062388 0.689121728236368
"12" 0.578947368421053 0 0.207822973511932 -4.7224636278137 -0.834734759698921 0.274875249445355 0.591130538914311
"13" 0.631578947368421 0 0.258769193813581 -4.66263830387013 -0.995841026833856 0.240869156747818 0.58496697288475
"14" 0.684210526315789 0 0.31776592754033 -4.55769048892212 -1.06240925820942 0.178604884205926 0.554636234011698
"15" 0.736842105263158 0 0.338019443601469 -4.41252763070971 -0.991179852237288 0.101896893871301 0.471325991881878
"16" 0.789473684210526 0 0.453754272623018 -4.25744127058763 -0.959804575702324 0.0142093174526088 0.42545807435009
"17" 0.842105263157895 0 0.58191369110425 -4.07674572525849 -0.917386667337055 -0.0711243698960702 0.382095587526159
"18" 0.894736842105263 0 0.712979976909407 -3.85577675991575 -0.860477211879167 -0.150809859265865 0.338684816758395
"19" 0.947368421052632 0 0.850380424142362 -3.63644016909469 -0.807472790297315 -0.207949993232738 0.313959843461786
"20" 1 0 0.991918219316092 -3.40310505602037 -0.769480860505127 -0.250238434114553 0.302256523655354
"21" 0 0.0526315789473684 0.0580084420994804 -0.43255163990661 -0.0569385762852675 -0.342492918963792 0.644654660018196
"22" 0.0526315789473684 0.0526315789473684 0.108251762971887 -0.876990419169247 -0.128012696172068 -0.224282377066167 0.612275804655772
"23" 0.105263157894737 0.0526315789473684 0.162386899770768 -1.3550509581387 -0.190291772016185 -0.0924707318539355 0.554982385441299
"24" 0.157894736842105 0.0526315789473684 0.209736942309078 -1.8695735052035 -0.238201431131171 0.0459339426263254 0.477879725782759
"25" 0.210526315789474 0.0526315789473684 0.205382245042681 -2.35778766657612 -0.283234210588715 0.139010719155341 0.396601708266075
"26" 0.263157894736842 0.0526315789473684 0.215273074124384 -2.82360883859105 -0.317033888751015 0.185603150847225 0.335076987533679
"27" 0.315789473684211 0.0526315789473684 0.296105109646673 -3.30577551446833 -0.358361377989902 0.162068680908299 0.346291376941265
"28" 0.368421052631579 0.0526315789473684 0.417981013947799 -3.77972878207045 -0.32805530928388 0.173783637190306 0.455664973090149
"29" 0.421052631578947 0.0526315789473684 0.385431646168287 -4.24475337467912 -0.287905470858958 0.186984908685493 0.581958185317725
"30" 0.473684210526316 0.0526315789473684 0.251653915687287 -4.62820563066581 -0.378003037917537 0.180889562763138 0.651207746045755
"31" 0.526315789473684 0.0526315789473684 0.118404265895797 -4.78277456623697 -0.585693065984293 0.244078615347932 0.651867445443448
"32" 0.578947368421053 0.0526315789473684 0.09835323116608 -4.72229562953315 -0.764288449728089 0.266409699212005 0.575989207675996
"33" 0.631578947368421 0.0526315789473684 0.175460596086693 -4.62002572409802 -0.888931478305658 0.242359658109695 0.564656395378453
"34" 0.684210526315789 0.0526315789473684 0.214071967682253 -4.47375349780742 -0.890868544904245 0.195531986558107 0.509530566049406
"35" 0.736842105263158 0.0526315789473684 0.281172436090722 -4.2882659401546 -0.841024270589302 0.131166350935081 0.439853632350839
"36" 0.789473684210526 0.0526315789473684 0.407210397259711 -4.09214781868039 -0.800010654603709 0.0462733716247787 0.385743702195513
"37" 0.842105263157895 0.0526315789473684 0.550859390312874 -3.87349416268887 -0.742548157535565 -0.0474658527839557 0.349407609213136
"38" 0.894736842105263 0.0526315789473684 0.668787187619768 -3.62086073244477 -0.668299594280289 -0.126412300642481 0.31577302556158
"39" 0.947368421052632 0.0526315789473684 0.796806604588263 -3.36775063845595 -0.6123316224458 -0.191157264929982 0.305705001492011
"40" 1 0.0526315789473684 0.924708677768616 -3.1062729821415 -0.578098977590973 -0.237575315194782 0.313069287646949
"41" 0 0.105263157894737 0.0483046792774287 -0.78279049277858 0.0893606671139139 -0.402175429306072 0.572946086840957
"42" 0.0526315789473684 0.105263157894737 0.0898484214314614 -1.21650594670209 0.0240486837248774 -0.282905457930764 0.536129380807465
"43" 0.105263157894737 0.105263157894737 0.146910974039631 -1.67790763679739 -0.0281828295885113 -0.145947353568875 0.468286541942733
"44" 0.157894736842105 0.105263157894737 0.187502549977572 -2.16211413029508 -0.0688527649319956 -0.00172473066068785 0.379561022440096
"45" 0.210526315789474 0.105263157894737 0.183996773584936 -2.64522453410878 -0.10289697418414 0.114867407721424 0.28271745267067
"46" 0.263157894736842 0.105263157894737 0.163040446983811 -3.09289691478949 -0.138417486679625 0.187137114301205 0.20498387869644
"47" 0.315789473684211 0.105263157894737 0.171989297391694 -3.50806940591108 -0.187451920030297 0.195488492681749 0.191082604311243
"48" 0.368421052631579 0.105263157894737 0.237607349006476 -3.93673930940244 -0.219943868973054 0.189666919839523 0.253084705611946
"49" 0.421052631578947 0.105263157894737 0.200638845919095 -4.36076731841553 -0.212238085978298 0.231950139890416 0.410557491912668
"50" 0.473684210526316 0.105263157894737 0.0829815344624139 -4.63861372481984 -0.36036775516203 0.247009598925523 0.543310868764922
"51" 0.526315789473684 0.105263157894737 -0.00634149969075595 -4.76667145957998 -0.471175539490599 0.224417055100274 0.56760989549881
"52" 0.578947368421053 0.105263157894737 0.029226033090732 -4.69746303986314 -0.674442012214786 0.265521390572677 0.565247588243223
"53" 0.631578947368421 0.105263157894737 0.0533407435847593 -4.5371285821467 -0.719689052237153 0.260954395017835 0.501812808720521
"54" 0.684210526315789 0.105263157894737 0.135795342516225 -4.35059579580159 -0.744232287149242 0.222911208825977 0.454570186462815
"55" 0.736842105263158 0.105263157894737 0.243075901213789 -4.13569308877927 -0.711344221106852 0.160481758525438 0.385257766917844
"56" 0.789473684210526 0.105263157894737 0.38409213679005 -3.90538433928672 -0.649766128264375 0.0778094554271756 0.33984941669951
"57" 0.842105263157895 0.105263157894737 0.520133356619332 -3.64313716607453 -0.575174162494877 -0.0132176832846328 0.31653860467693
"58" 0.894736842105263 0.105263157894737 0.626356953153089 -3.36112580970618 -0.496187757540896 -0.0972681555936893 0.307843086557859
"59" 0.947368421052632 0.105263157894737 0.738648931333213 -3.07367525724845 -0.443611859161058 -0.170881333300833 0.325188367341958
"60" 1 0.105263157894737 0.856408858380887 -2.79129420934193 -0.421964896695017 -0.208694363683668 0.34980535446724
"61" 0 0.157894736842105 0.041027978370889 -1.17139196699053 0.236753980921326 -0.446571401591334 0.495812083765627
"62" 0.0526315789473684 0.157894736842105 0.0659502111276727 -1.59144595716852 0.171879979226656 -0.331188414093657 0.463664619031749
"63" 0.105263157894737 0.157894736842105 0.121489033159344 -2.02549682917525 0.13466739025571 -0.201143478790536 0.385947364411719
"64" 0.157894736842105 0.157894736842105 0.159740140037663 -2.47232315764153 0.10131896320378 -0.0646937965584423 0.289217513635769
"65" 0.210526315789474 0.157894736842105 0.168393885709939 -2.92051073228721 0.0780265270637522 0.0694955659268463 0.18053420889954
"66" 0.263157894736842 0.157894736842105 0.145773946227706 -3.3570993412773 0.0376491415798603 0.17535549196199 0.100258093635368
"67" 0.315789473684211 0.157894736842105 0.109985438393271 -3.72811707008683 -0.000352160875632344 0.196135782264996 0.0704730899059504
"68" 0.368421052631579 0.157894736842105 0.128963352518529 -4.10960996240426 -0.0403246870923616 0.229029754581889 0.123309728957322
"69" 0.421052631578947 0.157894736842105 0.0638644326937977 -4.40462747031119 -0.132505711877047 0.279428126582994 0.279174177407659
"70" 0.473684210526316 0.157894736842105 -0.0254496617579829 -4.57888351522055 -0.259329423121918 0.262891738261056 0.428356624833261
"71" 0.526315789473684 0.157894736842105 -0.0575647647516193 -4.66328798389954 -0.384936802842018 0.270957925638036 0.464696480661706
"72" 0.578947368421053 0.157894736842105 -0.0593815301457098 -4.57678960760741 -0.494690824438799 0.275480505955515 0.457627266969209
"73" 0.631578947368421 0.157894736842105 -0.030265954785883 -4.39580440650465 -0.563011148247036 0.283381009298191 0.421855984465514
"74" 0.684210526315789 0.157894736842105 0.0726436417139717 -4.18626344951975 -0.588578765727291 0.256104486662736 0.356370452645231
"75" 0.736842105263158 0.157894736842105 0.213413887487533 -3.95403026826778 -0.557369127215591 0.192228266210799 0.305950411663141
"76" 0.789473684210526 0.157894736842105 0.361932307105802 -3.68685751831711 -0.485179585450622 0.105161550360846 0.289718380121889
