"x" "y" "fitted" "residual"
"1" 0 0.842105263157895 3.71770141526052 -0.309381939666009
"2" 0.210526315789474 0.105263157894737 -0.231436524736678 1.45882410917376
"3" 0.368421052631579 0.526315789473684 -0.329597693099344 0.0531796457946755
"4" 0.368421052631579 0.368421052631579 -0.347051022648191 0.609630251505026
"5" 0.736842105263158 0.842105263157895 -1.85420918146854 0.0441360076085346
"6" 0.894736842105263 0.526315789473684 -0.296614383994008 0.115247508952063
"7" 0.684210526315789 0 -1.02475096058584 0.0791510501928874
"8" 0.578947368421053 0.421052631578947 -0.00371241447182015 1.23153202565106
"9" 0.105263157894737 0.578947368421053 -0.523381955206617 -0.0902227478630659
"10" 0.105263157894737 0.157894736842105 -0.581327614536189 0.0190445922297324
"11" 0.210526315789474 0.315789473684211 -0.790464866133962 0.659563430741743
"12" 0.736842105263158 1 -0.210587375426321 -0.975630066775835
"13" 0.578947368421053 0.894736842105263 1.4558327554676 1.18024384453396
"14" 0.526315789473684 0.105263157894737 -0.634616588321495 0.726153439064649
"15" 0.315789473684211 0.842105263157895 0.375448517124546 0.0685840055070748
"16" 0.789473684210526 0.789473684210526 -4.12247184151266 -0.602238283601603
"17" 0.631578947368421 1 -0.617637821087909 0.526572876107629
"18" 0.684210526315789 0.578947368421053 0.360457331253584 1.25396018247701
"19" 0.0526315789473684 0.421052631578947 -0.808119766693744 0.829134816316274
"20" 0.473684210526316 0.578947368421053 -0.679722116954802 -1.62522077482086
"21" 0.0526315789473684 0.0526315789473684 -1.11429862897572 0.677062517004628
"22" 0.263157894736842 0.526315789473684 -1.43442843053026 -0.354760749036526
"23" 1 0.0526315789473684 -1.25740246171578 0.746744302842006
"24" 0.684210526315789 0.421052631578947 -0.0174125402458404 1.3884308631933
"25" 0.210526315789474 0.842105263157895 -0.208987091212997 -0.846672383152149
"26" 0.947368421052632 0.578947368421053 0.61840391603268 1.07823868675404
"27" 0.631578947368421 0.368421052631579 0.17986584187619 -0.578087566764241
"28" 0.631578947368421 0.684210526315789 -0.450075779588138 -1.61149599143707
"29" 0.789473684210526 1 -0.897528661815939 0.365469349024848
"30" 0.842105263157895 0 -0.770092297503363 0.268108878041759
"31" 0.947368421052632 0.631578947368421 0.792875007914677 -0.849264662362377
"32" 1 0.263157894736842 0.612888453235028 0.484448778758912
"33" 0.526315789473684 0.894736842105263 0.375960823437626 -1.53891580085035
"34" 0 0.578947368421053 -0.738234904957357 0.419127828599667
"35" 0.0526315789473684 0.263157894736842 -1.17107492487064 -1.07382169738743
"36" 0.157894736842105 0.578947368421053 -0.620092740608221 2.18811565494562
"37" 0.894736842105263 0.789473684210526 -0.267519484133104 0.676953747368452
"38" 0.473684210526316 0.157894736842105 -0.519966618697387 -0.289369576114641
"39" 0.736842105263158 0.894736842105263 -3.15648036305149 0.0335738576570574
"40" 0.789473684210526 0.368421052631579 0.421034888677753 2.3640188675713
"41" 0.210526315789474 0.263157894736842 -1.18960803887547 1.7249140401322
"42" 0.894736842105263 0.263157894736842 0.434115304339801 0.325444714526622
"43" 0.631578947368421 0.210526315789474 -0.180009173304021 -1.02148234244715
"44" 0.315789473684211 0.263157894736842 -0.500671715186692 0.496023149943514
"45" 0.842105263157895 0.263157894736842 0.26839434856531 0.853569684853922
"46" 0 0.894736842105263 2.58396244096744 -0.400509286263898
"47" 0.842105263157895 1 1.79212415525292 -0.554680614889626
"48" 0.894736842105263 0.157894736842105 -0.674890913411862 0.0039385841172046
"49" 0.263157894736842 0.789473684210526 -1.9631649901826 0.0189763106433831
"50" 0.894736842105263 0.421052631578947 1.25870671054626 0.362767667828005
"51" 0.421052631578947 0.0526315789473684 -0.947091024974959 1.93878729167789
"52" 0.0526315789473684 0.894736842105263 5.05407579121484 1.29342219697761
"53" 0.894736842105263 0.684210526315789 0.0031699346042693 0.715416162783344
"54" 0.105263157894737 0.421052631578947 -0.8359830435176 -1.40347228932129
"55" 0.473684210526316 0.421052631578947 -0.145233321743397 0.32186822148872
"56" 0.315789473684211 0.315789473684211 -1.43428764810449 -1.07691368372465
"57" 0.947368421052632 0.421052631578947 0.26153323232156 1.1037420554749
"58" 0.842105263157895 0.0526315789473684 -0.783569272513181 -0.0412693587101154
"59" 0.157894736842105 1 2.91090609370249 0.529213721105758
"60" 1 0 -0.899678590436394 -1.27213229732072
"61" 0.263157894736842 0.894736842105263 0.296565855026155 -0.813007874709447
"62" 0.526315789473684 1 -1.2887918453732 0.765029384272087
"63" 1 0.526315789473684 -0.160103366626414 -1.20061130430316
"64" 0.210526315789474 0.0526315789473684 -2.18296833585704 -1.48278736718381
"65" 0.526315789473684 0.842105263157895 -0.200985467088952 -0.751649879421126
"66" 1 0.473684210526316 0.171800711763077 -0.687126932013825
"67" 0.947368421052632 0.210526315789474 0.527184503346589 -0.475543117094538
"68" 0.631578947368421 0.421052631578947 0.0265607066575213 0.763785996620879
"69" 0.105263157894737 0.210526315789474 -2.5015618429793 -0.67789990378871
"70" 0.736842105263158 0.0526315789473684 0.404119016223419 0.967687530625467
"71" 1 0.842105263157895 -1.30430246031283 0.00337050600020672
"72" 0.210526315789474 0.894736842105263 0.0632439272096873 0.164314638040183
"73" 0 0.789473684210526 1.03899891121048 -0.549832044260157
"74" 0.263157894736842 0.842105263157895 0.619418501020412 1.3328768931797
"75" 0.894736842105263 0.105263157894737 -0.600006047225529 1.00844180187541
"76" 0.789473684210526 0 -1.86151560341398 -0.946643193969583
"77" 0.894736842105263 0.736842105263158 -1.58905593493921 -0.323508793413836
"78" 0.473684210526316 0.263157894736842 -0.0779088511931015 -0.374935939755701
"79" 0 0.315789473684211 -0.896561359053975 -0.75464996356131
"80" 0.947368421052632 1 -2.49967351949344 -0.102910505583262
"81" 0.263157894736842 1 -0.351137096905782 0.698215439634468
"82" 0.210526315789474 0 -2.56813358616681 -0.309330361202494
"83" 1 0.315789473684211 0.463760211629924 -0.183021442255398
"84" 1 0.789473684210526 1.25212014255336 0.694843192878178
"85" 0.157894736842105 0.736842105263158 -0.494857471749743 -1.02970569513914
"86" 0.105263157894737 0.263157894736842 -1.39992360403294 0.964970727409082
"87" 0.0526315789473684 0.105263157894737 -2.15879916981299 -0.133400912815817
"88" 0.578947368421053 0.368421052631579 0.271266862095966 0.513416435224668
"89" 0.263157894736842 0 -0.221349610232135 0.833447062944237
"90" 0.105263157894737 0.684210526315789 -1.27769938045417 0.288001171706248
"91" 0.789473684210526 0.842105263157895 -1.42310819401717 -1.12806655926538
"92" 0.789473684210526 0.473684210526316 -0.0833197019494986 -0.808056509833916
"93" 0.842105263157895 0.894736842105263 -1.25420236117051 0.0515191052072081
"94" 1 0.105263157894737 -0.691394539593278 -0.188186940662925
"95" 1 0.947368421052632 2.65092094021796 0.243166884671045
"96" 0.684210526315789 0.473684210526316 0.029524898343798 -0.804151151547918
"97" 0.789473684210526 0.0526315789473684 -0.616859157653467 -0.353040319810757
"98" 0.631578947368421 0.105263157894737 -0.547777121927345 -1.81918013491387
"99" 0.526315789473684 0.473684210526316 0.143791712559844 1.65537899264769
"100" 0.473684210526316 1 -0.299765798171604 -1.18161134675101
