"x" "y" "(Intercept)" "X1" "X2" "X3" "X4"
"1" 0.473684210526316 0.894736842105263 0.581637132655144 -0.0347123459311442 0.892843560911106 -0.000167821795139316 -0.10354514352105
"2" 0.473684210526316 0.368421052631579 -0.349661520874407 -3.9055868385606 -0.13599447644413 0.406073719122297 0.262164959885989
"3" 0.578947368421053 0.578947368421053 -0.24748934283716 -1.96733730151601 0.218299096836179 0.131437848846936 0.388334531361824
"4" 0.947368421052632 0.842105263157895 -0.574337738000021 2.18753380150018 0.166310152981707 0.519107386825177 -0.163736232473773
"5" 1 0.578947368421053 -0.350605830752246 0.47738832518077 -0.26086676885464 0.329534743015464 -0.167419710284703
"6" 0.0526315789473684 0.684210526315789 0.101488133014057 -4.66185012162297 0.641777061436252 -0.088558549855181 -0.0219000825609676
"7" 0.842105263157895 0.736842105263158 -0.38620917325886 0.952030776863402 0.243560899354169 0.343288047388859 -0.0424017075878752
"8" 0.736842105263158 0 1.01338443793649 -4.10218946747517 -0.00214651689639309 -0.731635913270858 -0.204327888578166
"9" 0.157894736842105 1 0.697460187254831 -1.79117526074473 0.577016979427562 -0.0305164059135613 0.14713765435876
"10" 0.0526315789473684 0.736842105263158 0.165490028788833 -4.53845505299909 0.447910645374721 -0.0887833792971115 0.0966174253128891
"11" 0.0526315789473684 0 1.34630305026107 -1.53161054987337 1.22974815167026 -0.733936397339018 0.681972565386094
"12" 0.157894736842105 0.842105263157895 0.207077951785766 -3.36575544391927 0.623273637386447 -0.0387234887214875 0.00785977988120817
"13" 0.368421052631579 0.894736842105263 0.532089587454701 -0.937257319175298 0.787741109108424 0.0602549741623608 0.0184875282751088
"14" 0.368421052631579 0.789473684210526 0.158596311282625 -2.00766778374758 0.77626754753769 0.155914791170933 -0.0447254745872376
"15" 0.263157894736842 0.210526315789474 0.417655673700885 -3.64723197830865 0.518533579528024 0.0751601417364049 0.227852173471322
"16" 0.842105263157895 0.947368421052632 -0.284656036366593 2.3706630059087 0.47705435384934 0.2961836239181 -0.178022236750981
